name,move,level_learned_at,power,damage_class,type
venomoth,sleep-powder,43.0,,status,grass
weepinbell,sleep-powder,18.0,,status,grass
victreebel,sleep-powder,1.0,,status,grass
exeggcute,sleep-powder,48.0,,status,grass
tangela,sleep-powder,39.0,,status,grass
ivysaur,sleep-powder,46.0,,status,grass
bulbasaur,petal-dance,0.0,120.0,special,grass
oddish,petal-dance,33.0,120.0,special,grass
venusaur,petal-dance,32.0,120.0,special,grass
gloom,petal-dance,38.0,120.0,special,grass
vileplume,petal-dance,1.0,120.0,special,grass
ivysaur,petal-dance,0.0,120.0,special,grass
bulbasaur,string-shot,0.0,,status,bug
caterpie,string-shot,1.0,,status,bug
weedle,string-shot,1.0,,status,bug
paras,string-shot,0.0,,status,bug
venonat,string-shot,0.0,,status,bug
venusaur,string-shot,0.0,,status,bug
metapod,string-shot,0.0,,status,bug
butterfree,string-shot,0.0,,status,bug
kakuna,string-shot,0.0,,status,bug
beedrill,string-shot,0.0,,status,bug
parasect,string-shot,0.0,,status,bug
venomoth,string-shot,0.0,,status,bug
pinsir,string-shot,0.0,,status,bug
mew,string-shot,0.0,,status,bug
ivysaur,string-shot,0.0,,status,bug
charmander,dragon-rage,0.0,,special,dragon
growlithe,dragon-rage,0.0,,special,dragon
charmeleon,dragon-rage,0.0,,special,dragon
charizard,dragon-rage,0.0,,special,dragon
arcanine,dragon-rage,0.0,,special,dragon
horsea,dragon-rage,0.0,,special,dragon
lapras,dragon-rage,0.0,,special,dragon
aerodactyl,dragon-rage,0.0,,special,dragon
dratini,dragon-rage,40.0,,special,dragon
gyarados,dragon-rage,1.0,,special,dragon
dragonair,dragon-rage,45.0,,special,dragon
dragonite,dragon-rage,45.0,,special,dragon
mew,dragon-rage,0.0,,special,dragon
charmander,fire-spin,46.0,35.0,special,fire
vulpix,fire-spin,42.0,35.0,special,fire
growlithe,fire-spin,0.0,35.0,special,fire
charmeleon,fire-spin,56.0,35.0,special,fire
charizard,fire-spin,55.0,35.0,special,fire
ninetales,fire-spin,43.0,35.0,special,fire
arcanine,fire-spin,0.0,35.0,special,fire
ponyta,fire-spin,39.0,35.0,special,fire
moltres,fire-spin,1.0,35.0,special,fire
dratini,fire-spin,0.0,35.0,special,fire
rapidash,fire-spin,39.0,35.0,special,fire
magmar,fire-spin,19.0,35.0,special,fire
flareon,fire-spin,44.0,35.0,special,fire
dragonair,fire-spin,0.0,35.0,special,fire
dragonite,fire-spin,0.0,35.0,special,fire
mew,fire-spin,0.0,35.0,special,fire
pikachu,thunder-shock,1.0,40.0,special,electric
raichu,thunder-shock,1.0,40.0,special,electric
magnemite,thunder-shock,25.0,40.0,special,electric
voltorb,thunder-shock,9.0,40.0,special,electric
porygon,thunder-shock,15.0,40.0,special,electric
zapdos,thunder-shock,1.0,40.0,special,electric
magneton,thunder-shock,1.0,40.0,special,electric
electrode,thunder-shock,1.0,40.0,special,electric
electabuzz,thunder-shock,34.0,40.0,special,electric
jolteon,thunder-shock,1.0,40.0,special,electric
rattata,thunderbolt,0.0,90.0,special,electric
nidoran-f,thunderbolt,0.0,90.0,special,electric
nidoran-m,thunderbolt,0.0,90.0,special,electric
meowth,thunderbolt,0.0,90.0,special,electric
mankey,thunderbolt,0.0,90.0,special,electric
raticate,thunderbolt,0.0,90.0,special,electric
pikachu,thunderbolt,0.0,90.0,special,electric
raichu,thunderbolt,0.0,90.0,special,electric
nidorina,thunderbolt,0.0,90.0,special,electric
nidoqueen,thunderbolt,0.0,90.0,special,electric
nidorino,thunderbolt,0.0,90.0,special,electric
nidoking,thunderbolt,0.0,90.0,special,electric
clefairy,thunderbolt,0.0,90.0,special,electric
clefable,thunderbolt,0.0,90.0,special,electric
jigglypuff,thunderbolt,0.0,90.0,special,electric
wigglytuff,thunderbolt,0.0,90.0,special,electric
persian,thunderbolt,0.0,90.0,special,electric
primeape,thunderbolt,0.0,90.0,special,electric
magnemite,thunderbolt,0.0,90.0,special,electric
grimer,thunderbolt,0.0,90.0,special,electric
gastly,thunderbolt,0.0,90.0,special,electric
voltorb,thunderbolt,0.0,90.0,special,electric
lickitung,thunderbolt,0.0,90.0,special,electric
koffing,thunderbolt,0.0,90.0,special,electric
rhyhorn,thunderbolt,0.0,90.0,special,electric
kangaskhan,thunderbolt,0.0,90.0,special,electric
staryu,thunderbolt,0.0,90.0,special,electric
tauros,thunderbolt,0.0,90.0,special,electric
lapras,thunderbolt,0.0,90.0,special,electric
porygon,thunderbolt,0.0,90.0,special,electric
zapdos,thunderbolt,0.0,90.0,special,electric
dratini,thunderbolt,0.0,90.0,special,electric
mewtwo,thunderbolt,0.0,90.0,special,electric
magneton,thunderbolt,0.0,90.0,special,electric
muk,thunderbolt,0.0,90.0,special,electric
haunter,thunderbolt,0.0,90.0,special,electric
gengar,thunderbolt,0.0,90.0,special,electric
electrode,thunderbolt,0.0,90.0,special,electric
weezing,thunderbolt,0.0,90.0,special,electric
rhydon,thunderbolt,0.0,90.0,special,electric
chansey,thunderbolt,0.0,90.0,special,electric
starmie,thunderbolt,0.0,90.0,special,electric
mr-mime,thunderbolt,0.0,90.0,special,electric
electabuzz,thunderbolt,0.0,90.0,special,electric
gyarados,thunderbolt,0.0,90.0,special,electric
jolteon,thunderbolt,0.0,90.0,special,electric
snorlax,thunderbolt,0.0,90.0,special,electric
dragonair,thunderbolt,0.0,90.0,special,electric
dragonite,thunderbolt,0.0,90.0,special,electric
mew,thunderbolt,0.0,90.0,special,electric
rattata,thunder-wave,0.0,,status,electric
meowth,thunder-wave,0.0,,status,electric
abra,thunder-wave,0.0,,status,electric
raticate,thunder-wave,0.0,,status,electric
pikachu,thunder-wave,9.0,,status,electric
raichu,thunder-wave,1.0,,status,electric
clefairy,thunder-wave,0.0,,status,electric
clefable,thunder-wave,0.0,,status,electric
jigglypuff,thunder-wave,0.0,,status,electric
wigglytuff,thunder-wave,0.0,,status,electric
persian,thunder-wave,0.0,,status,electric
kadabra,thunder-wave,0.0,,status,electric
alakazam,thunder-wave,0.0,,status,electric
slowpoke,thunder-wave,0.0,,status,electric
magnemite,thunder-wave,35.0,,status,electric
drowzee,thunder-wave,0.0,,status,electric
voltorb,thunder-wave,0.0,,status,electric
staryu,thunder-wave,0.0,,status,electric
porygon,thunder-wave,0.0,,status,electric
zapdos,thunder-wave,0.0,,status,electric
dratini,thunder-wave,10.0,,status,electric
mewtwo,thunder-wave,0.0,,status,electric
slowbro,thunder-wave,0.0,,status,electric
magneton,thunder-wave,38.0,,status,electric
gengar,thunder-wave,0.0,,status,electric
hypno,thunder-wave,0.0,,status,electric
electrode,thunder-wave,0.0,,status,electric
chansey,thunder-wave,0.0,,status,electric
starmie,thunder-wave,0.0,,status,electric
mr-mime,thunder-wave,0.0,,status,electric
electabuzz,thunder-wave,0.0,,status,electric
gyarados,thunder-wave,0.0,,status,electric
jolteon,thunder-wave,40.0,,status,electric
dragonair,thunder-wave,1.0,,status,electric
dragonite,thunder-wave,1.0,,status,electric
mew,thunder-wave,0.0,,status,electric
rattata,thunder,0.0,110.0,special,electric
nidoran-f,thunder,0.0,110.0,special,electric
nidoran-m,thunder,0.0,110.0,special,electric
meowth,thunder,0.0,110.0,special,electric
mankey,thunder,0.0,110.0,special,electric
raticate,thunder,0.0,110.0,special,electric
pikachu,thunder,43.0,110.0,special,electric
raichu,thunder,0.0,110.0,special,electric
nidorina,thunder,0.0,110.0,special,electric
nidoqueen,thunder,0.0,110.0,special,electric
nidorino,thunder,0.0,110.0,special,electric
nidoking,thunder,0.0,110.0,special,electric
clefairy,thunder,0.0,110.0,special,electric
clefable,thunder,0.0,110.0,special,electric
jigglypuff,thunder,0.0,110.0,special,electric
wigglytuff,thunder,0.0,110.0,special,electric
persian,thunder,0.0,110.0,special,electric
primeape,thunder,0.0,110.0,special,electric
magnemite,thunder,0.0,110.0,special,electric
grimer,thunder,0.0,110.0,special,electric
gastly,thunder,0.0,110.0,special,electric
voltorb,thunder,0.0,110.0,special,electric
lickitung,thunder,0.0,110.0,special,electric
koffing,thunder,0.0,110.0,special,electric
rhyhorn,thunder,0.0,110.0,special,electric
kangaskhan,thunder,0.0,110.0,special,electric
staryu,thunder,0.0,110.0,special,electric
tauros,thunder,0.0,110.0,special,electric
lapras,thunder,0.0,110.0,special,electric
porygon,thunder,0.0,110.0,special,electric
zapdos,thunder,51.0,110.0,special,electric
dratini,thunder,0.0,110.0,special,electric
mewtwo,thunder,0.0,110.0,special,electric
magneton,thunder,0.0,110.0,special,electric
muk,thunder,0.0,110.0,special,electric
haunter,thunder,0.0,110.0,special,electric
gengar,thunder,0.0,110.0,special,electric
electrode,thunder,0.0,110.0,special,electric
weezing,thunder,0.0,110.0,special,electric
rhydon,thunder,0.0,110.0,special,electric
chansey,thunder,0.0,110.0,special,electric
starmie,thunder,0.0,110.0,special,electric
mr-mime,thunder,0.0,110.0,special,electric
electabuzz,thunder,54.0,110.0,special,electric
gyarados,thunder,0.0,110.0,special,electric
jolteon,thunder,54.0,110.0,special,electric
snorlax,thunder,0.0,110.0,special,electric
dragonair,thunder,0.0,110.0,special,electric
dragonite,thunder,0.0,110.0,special,electric
mew,thunder,0.0,110.0,special,electric
geodude,rock-throw,16.0,50.0,physical,rock
graveler,rock-throw,16.0,50.0,physical,rock
onix,rock-throw,19.0,50.0,physical,rock
rhyhorn,rock-throw,19.0,50.0,physical,rock
omanyte,rock-throw,26.0,50.0,physical,rock
kabuto,rock-throw,30.0,50.0,physical,rock
aerodactyl,rock-throw,21.0,50.0,physical,rock
rhydon,rock-throw,19.0,50.0,physical,rock
omastar,rock-throw,26.0,50.0,physical,rock
kabutops,rock-throw,30.0,50.0,physical,rock
golem,rock-throw,16.0,50.0,physical,rock
ekans,earthquake,0.0,100.0,physical,ground
sandshrew,earthquake,0.0,100.0,physical,ground
diglett,earthquake,40.0,100.0,physical,ground
mankey,earthquake,0.0,100.0,physical,ground
machop,earthquake,0.0,100.0,physical,ground
geodude,earthquake,31.0,100.0,physical,ground
venusaur,earthquake,0.0,100.0,physical,ground
charizard,earthquake,0.0,100.0,physical,ground
blastoise,earthquake,0.0,100.0,physical,ground
arbok,earthquake,0.0,100.0,physical,ground
sandslash,earthquake,0.0,100.0,physical,ground
nidoqueen,earthquake,0.0,100.0,physical,ground
nidoking,earthquake,0.0,100.0,physical,ground
dugtrio,earthquake,47.0,100.0,physical,ground
primeape,earthquake,0.0,100.0,physical,ground
poliwhirl,earthquake,0.0,100.0,physical,ground
poliwrath,earthquake,0.0,100.0,physical,ground
machoke,earthquake,0.0,100.0,physical,ground
machamp,earthquake,0.0,100.0,physical,ground
graveler,earthquake,36.0,100.0,physical,ground
slowpoke,earthquake,0.0,100.0,physical,ground
onix,earthquake,0.0,100.0,physical,ground
cubone,earthquake,0.0,100.0,physical,ground
lickitung,earthquake,0.0,100.0,physical,ground
rhyhorn,earthquake,0.0,100.0,physical,ground
kangaskhan,earthquake,0.0,100.0,physical,ground
pinsir,earthquake,0.0,100.0,physical,ground
tauros,earthquake,0.0,100.0,physical,ground
lapras,earthquake,0.0,100.0,physical,ground
aerodactyl,earthquake,0.0,100.0,physical,ground
mewtwo,earthquake,0.0,100.0,physical,ground
slowbro,earthquake,0.0,100.0,physical,ground
exeggutor,earthquake,0.0,100.0,physical,ground
marowak,earthquake,0.0,100.0,physical,ground
hitmonlee,earthquake,0.0,100.0,physical,ground
hitmonchan,earthquake,0.0,100.0,physical,ground
rhydon,earthquake,0.0,100.0,physical,ground
chansey,earthquake,0.0,100.0,physical,ground
gyarados,earthquake,0.0,100.0,physical,ground
snorlax,earthquake,0.0,100.0,physical,ground
dragonite,earthquake,0.0,100.0,physical,ground
mew,earthquake,0.0,100.0,physical,ground
golem,earthquake,36.0,100.0,physical,ground
ekans,fissure,0.0,,physical,ground
sandshrew,fissure,0.0,,physical,ground
diglett,fissure,0.0,,physical,ground
machop,fissure,0.0,,physical,ground
geodude,fissure,0.0,,physical,ground
charizard,fissure,0.0,,physical,ground
blastoise,fissure,0.0,,physical,ground
arbok,fissure,0.0,,physical,ground
sandslash,fissure,0.0,,physical,ground
nidoqueen,fissure,0.0,,physical,ground
nidoking,fissure,0.0,,physical,ground
dugtrio,fissure,0.0,,physical,ground
poliwhirl,fissure,0.0,,physical,ground
poliwrath,fissure,0.0,,physical,ground
machoke,fissure,0.0,,physical,ground
machamp,fissure,0.0,,physical,ground
graveler,fissure,0.0,,physical,ground
slowpoke,fissure,0.0,,physical,ground
onix,fissure,0.0,,physical,ground
cubone,fissure,0.0,,physical,ground
lickitung,fissure,0.0,,physical,ground
rhyhorn,fissure,0.0,,physical,ground
kangaskhan,fissure,0.0,,physical,ground
tauros,fissure,0.0,,physical,ground
lapras,fissure,0.0,,physical,ground
slowbro,fissure,0.0,,physical,ground
marowak,fissure,0.0,,physical,ground
rhydon,fissure,0.0,,physical,ground
snorlax,fissure,0.0,,physical,ground
mew,fissure,0.0,,physical,ground
golem,fissure,0.0,,physical,ground
charmander,dig,0.0,80.0,physical,ground
squirtle,dig,0.0,80.0,physical,ground
rattata,dig,0.0,80.0,physical,ground
ekans,dig,0.0,80.0,physical,ground
sandshrew,dig,0.0,80.0,physical,ground
nidoran-f,dig,0.0,80.0,physical,ground
nidoran-m,dig,0.0,80.0,physical,ground
vulpix,dig,0.0,80.0,physical,ground
paras,dig,0.0,80.0,physical,ground
diglett,dig,19.0,80.0,physical,ground
meowth,dig,0.0,80.0,physical,ground
psyduck,dig,0.0,80.0,physical,ground
mankey,dig,0.0,80.0,physical,ground
growlithe,dig,0.0,80.0,physical,ground
poliwag,dig,0.0,80.0,physical,ground
machop,dig,0.0,80.0,physical,ground
geodude,dig,0.0,80.0,physical,ground
charmeleon,dig,0.0,80.0,physical,ground
charizard,dig,0.0,80.0,physical,ground
wartortle,dig,0.0,80.0,physical,ground
blastoise,dig,0.0,80.0,physical,ground
raticate,dig,0.0,80.0,physical,ground
arbok,dig,0.0,80.0,physical,ground
pikachu,dig,0.0,80.0,physical,ground
raichu,dig,0.0,80.0,physical,ground
sandslash,dig,0.0,80.0,physical,ground
nidorina,dig,0.0,80.0,physical,ground
nidoqueen,dig,0.0,80.0,physical,ground
nidorino,dig,0.0,80.0,physical,ground
nidoking,dig,0.0,80.0,physical,ground
clefairy,dig,0.0,80.0,physical,ground
clefable,dig,0.0,80.0,physical,ground
ninetales,dig,0.0,80.0,physical,ground
jigglypuff,dig,0.0,80.0,physical,ground
wigglytuff,dig,0.0,80.0,physical,ground
parasect,dig,0.0,80.0,physical,ground
dugtrio,dig,1.0,80.0,physical,ground
persian,dig,0.0,80.0,physical,ground
golduck,dig,0.0,80.0,physical,ground
primeape,dig,0.0,80.0,physical,ground
arcanine,dig,0.0,80.0,physical,ground
poliwhirl,dig,0.0,80.0,physical,ground
poliwrath,dig,0.0,80.0,physical,ground
kadabra,dig,0.0,80.0,physical,ground
alakazam,dig,0.0,80.0,physical,ground
machoke,dig,0.0,80.0,physical,ground
machamp,dig,0.0,80.0,physical,ground
graveler,dig,0.0,80.0,physical,ground
slowpoke,dig,0.0,80.0,physical,ground
grimer,dig,0.0,80.0,physical,ground
onix,dig,0.0,80.0,physical,ground
krabby,dig,0.0,80.0,physical,ground
cubone,dig,0.0,80.0,physical,ground
lickitung,dig,0.0,80.0,physical,ground
rhyhorn,dig,0.0,80.0,physical,ground
kangaskhan,dig,0.0,80.0,physical,ground
pinsir,dig,0.0,80.0,physical,ground
tauros,dig,0.0,80.0,physical,ground
eevee,dig,0.0,80.0,physical,ground
kabuto,dig,0.0,80.0,physical,ground
slowbro,dig,0.0,80.0,physical,ground
muk,dig,0.0,80.0,physical,ground
kingler,dig,0.0,80.0,physical,ground
marowak,dig,0.0,80.0,physical,ground
rhydon,dig,0.0,80.0,physical,ground
vaporeon,dig,0.0,80.0,physical,ground
jolteon,dig,0.0,80.0,physical,ground
flareon,dig,0.0,80.0,physical,ground
kabutops,dig,0.0,80.0,physical,ground
snorlax,dig,0.0,80.0,physical,ground
mew,dig,0.0,80.0,physical,ground
golem,dig,0.0,80.0,physical,ground
bulbasaur,toxic,0.0,,status,poison
charmander,toxic,0.0,,status,poison
squirtle,toxic,0.0,,status,poison
pidgey,toxic,0.0,,status,poison
rattata,toxic,0.0,,status,poison
spearow,toxic,0.0,,status,poison
ekans,toxic,0.0,,status,poison
sandshrew,toxic,0.0,,status,poison
nidoran-f,toxic,0.0,,status,poison
nidoran-m,toxic,0.0,,status,poison
vulpix,toxic,0.0,,status,poison
zubat,toxic,0.0,,status,poison
oddish,toxic,0.0,,status,poison
paras,toxic,0.0,,status,poison
venonat,toxic,0.0,,status,poison
diglett,toxic,0.0,,status,poison
meowth,toxic,0.0,,status,poison
psyduck,toxic,0.0,,status,poison
mankey,toxic,0.0,,status,poison
growlithe,toxic,0.0,,status,poison
poliwag,toxic,0.0,,status,poison
abra,toxic,0.0,,status,poison
machop,toxic,0.0,,status,poison
bellsprout,toxic,0.0,,status,poison
tentacool,toxic,0.0,,status,poison
geodude,toxic,0.0,,status,poison
venusaur,toxic,0.0,,status,poison
charmeleon,toxic,0.0,,status,poison
charizard,toxic,0.0,,status,poison
wartortle,toxic,0.0,,status,poison
blastoise,toxic,0.0,,status,poison
butterfree,toxic,0.0,,status,poison
beedrill,toxic,0.0,,status,poison
pidgeotto,toxic,0.0,,status,poison
pidgeot,toxic,0.0,,status,poison
raticate,toxic,0.0,,status,poison
fearow,toxic,0.0,,status,poison
arbok,toxic,0.0,,status,poison
pikachu,toxic,0.0,,status,poison
raichu,toxic,0.0,,status,poison
sandslash,toxic,0.0,,status,poison
nidorina,toxic,0.0,,status,poison
nidoqueen,toxic,0.0,,status,poison
nidorino,toxic,0.0,,status,poison
nidoking,toxic,0.0,,status,poison
clefairy,toxic,0.0,,status,poison
clefable,toxic,0.0,,status,poison
ninetales,toxic,0.0,,status,poison
jigglypuff,toxic,0.0,,status,poison
wigglytuff,toxic,0.0,,status,poison
golbat,toxic,0.0,,status,poison
gloom,toxic,0.0,,status,poison
vileplume,toxic,0.0,,status,poison
parasect,toxic,0.0,,status,poison
venomoth,toxic,0.0,,status,poison
dugtrio,toxic,0.0,,status,poison
persian,toxic,0.0,,status,poison
golduck,toxic,0.0,,status,poison
primeape,toxic,0.0,,status,poison
arcanine,toxic,0.0,,status,poison
poliwhirl,toxic,0.0,,status,poison
poliwrath,toxic,0.0,,status,poison
kadabra,toxic,0.0,,status,poison
alakazam,toxic,0.0,,status,poison
machoke,toxic,0.0,,status,poison
machamp,toxic,0.0,,status,poison
weepinbell,toxic,0.0,,status,poison
victreebel,toxic,0.0,,status,poison
tentacruel,toxic,0.0,,status,poison
graveler,toxic,0.0,,status,poison
ponyta,toxic,0.0,,status,poison
slowpoke,toxic,0.0,,status,poison
magnemite,toxic,0.0,,status,poison
farfetchd,toxic,0.0,,status,poison
doduo,toxic,0.0,,status,poison
seel,toxic,0.0,,status,poison
grimer,toxic,0.0,,status,poison
shellder,toxic,0.0,,status,poison
gastly,toxic,0.0,,status,poison
onix,toxic,0.0,,status,poison
drowzee,toxic,0.0,,status,poison
krabby,toxic,0.0,,status,poison
voltorb,toxic,0.0,,status,poison
exeggcute,toxic,0.0,,status,poison
cubone,toxic,0.0,,status,poison
lickitung,toxic,0.0,,status,poison
koffing,toxic,0.0,,status,poison
rhyhorn,toxic,0.0,,status,poison
tangela,toxic,0.0,,status,poison
kangaskhan,toxic,0.0,,status,poison
horsea,toxic,0.0,,status,poison
goldeen,toxic,0.0,,status,poison
staryu,toxic,0.0,,status,poison
scyther,toxic,0.0,,status,poison
pinsir,toxic,0.0,,status,poison
tauros,toxic,0.0,,status,poison
lapras,toxic,0.0,,status,poison
eevee,toxic,0.0,,status,poison
porygon,toxic,0.0,,status,poison
omanyte,toxic,0.0,,status,poison
kabuto,toxic,0.0,,status,poison
aerodactyl,toxic,0.0,,status,poison
articuno,toxic,0.0,,status,poison
zapdos,toxic,0.0,,status,poison
moltres,toxic,0.0,,status,poison
dratini,toxic,0.0,,status,poison
mewtwo,toxic,0.0,,status,poison
rapidash,toxic,0.0,,status,poison
slowbro,toxic,0.0,,status,poison
magneton,toxic,0.0,,status,poison
dodrio,toxic,0.0,,status,poison
dewgong,toxic,0.0,,status,poison
muk,toxic,0.0,,status,poison
cloyster,toxic,0.0,,status,poison
haunter,toxic,0.0,,status,poison
gengar,toxic,0.0,,status,poison
hypno,toxic,0.0,,status,poison
kingler,toxic,0.0,,status,poison
electrode,toxic,0.0,,status,poison
exeggutor,toxic,0.0,,status,poison
marowak,toxic,0.0,,status,poison
hitmonlee,toxic,0.0,,status,poison
hitmonchan,toxic,0.0,,status,poison
weezing,toxic,0.0,,status,poison
rhydon,toxic,0.0,,status,poison
chansey,toxic,0.0,,status,poison
seadra,toxic,0.0,,status,poison
seaking,toxic,0.0,,status,poison
starmie,toxic,0.0,,status,poison
mr-mime,toxic,0.0,,status,poison
jynx,toxic,0.0,,status,poison
electabuzz,toxic,0.0,,status,poison
magmar,toxic,0.0,,status,poison
gyarados,toxic,0.0,,status,poison
vaporeon,toxic,0.0,,status,poison
jolteon,toxic,0.0,,status,poison
flareon,toxic,0.0,,status,poison
omastar,toxic,0.0,,status,poison
kabutops,toxic,0.0,,status,poison
snorlax,toxic,0.0,,status,poison
dragonair,toxic,0.0,,status,poison
dragonite,toxic,0.0,,status,poison
mew,toxic,0.0,,status,poison
ivysaur,toxic,0.0,,status,poison
golem,toxic,0.0,,status,poison
squirtle,confusion,0.0,50.0,special,psychic
nidoran-m,confusion,0.0,50.0,special,psychic
venonat,confusion,19.0,50.0,special,psychic
psyduck,confusion,36.0,50.0,special,psychic
abra,confusion,0.0,50.0,special,psychic
butterfree,confusion,1.0,50.0,special,psychic
venomoth,confusion,1.0,50.0,special,psychic
golduck,confusion,39.0,50.0,special,psychic
kadabra,confusion,1.0,50.0,special,psychic
alakazam,confusion,1.0,50.0,special,psychic
slowpoke,confusion,1.0,50.0,special,psychic
drowzee,confusion,17.0,50.0,special,psychic
exeggcute,confusion,19.0,50.0,special,psychic
tangela,confusion,0.0,50.0,special,psychic
mewtwo,confusion,1.0,50.0,special,psychic
slowbro,confusion,1.0,50.0,special,psychic
hypno,confusion,1.0,50.0,special,psychic
exeggutor,confusion,1.0,50.0,special,psychic
mr-mime,confusion,1.0,50.0,special,psychic
jynx,confusion,12.0,50.0,special,psychic
mew,confusion,1.0,50.0,special,psychic
venonat,psychic,43.0,90.0,special,psychic
psyduck,psychic,0.0,90.0,special,psychic
poliwag,psychic,0.0,90.0,special,psychic
abra,psychic,0.0,90.0,special,psychic
butterfree,psychic,0.0,90.0,special,psychic
clefairy,psychic,0.0,90.0,special,psychic
clefable,psychic,0.0,90.0,special,psychic
jigglypuff,psychic,0.0,90.0,special,psychic
wigglytuff,psychic,0.0,90.0,special,psychic
venomoth,psychic,50.0,90.0,special,psychic
golduck,psychic,0.0,90.0,special,psychic
poliwhirl,psychic,0.0,90.0,special,psychic
poliwrath,psychic,0.0,90.0,special,psychic
kadabra,psychic,38.0,90.0,special,psychic
alakazam,psychic,38.0,90.0,special,psychic
slowpoke,psychic,48.0,90.0,special,psychic
gastly,psychic,0.0,90.0,special,psychic
drowzee,psychic,32.0,90.0,special,psychic
exeggcute,psychic,0.0,90.0,special,psychic
staryu,psychic,0.0,90.0,special,psychic
lapras,psychic,0.0,90.0,special,psychic
porygon,psychic,0.0,90.0,special,psychic
mewtwo,psychic,1.0,90.0,special,psychic
slowbro,psychic,55.0,90.0,special,psychic
haunter,psychic,0.0,90.0,special,psychic
gengar,psychic,0.0,90.0,special,psychic
hypno,psychic,37.0,90.0,special,psychic
exeggutor,psychic,0.0,90.0,special,psychic
chansey,psychic,0.0,90.0,special,psychic
starmie,psychic,0.0,90.0,special,psychic
mr-mime,psychic,0.0,90.0,special,psychic
jynx,psychic,0.0,90.0,special,psychic
electabuzz,psychic,0.0,90.0,special,psychic
magmar,psychic,0.0,90.0,special,psychic
snorlax,psychic,0.0,90.0,special,psychic
mew,psychic,40.0,90.0,special,psychic
vulpix,hypnosis,0.0,,status,psychic
zubat,hypnosis,0.0,,status,psychic
meowth,hypnosis,0.0,,status,psychic
psyduck,hypnosis,0.0,,status,psychic
poliwag,hypnosis,16.0,,status,psychic
ninetales,hypnosis,1.0,,status,psychic
persian,hypnosis,1.0,,status,psychic
poliwhirl,hypnosis,1.0,,status,psychic
poliwrath,hypnosis,1.0,,status,psychic
ponyta,hypnosis,0.0,,status,psychic
gastly,hypnosis,27.0,,status,psychic
drowzee,hypnosis,1.0,,status,psychic
exeggcute,hypnosis,1.0,,status,psychic
rapidash,hypnosis,1.0,,status,psychic
haunter,hypnosis,29.0,,status,psychic
gengar,hypnosis,29.0,,status,psychic
hypno,hypnosis,1.0,,status,psychic
exeggutor,hypnosis,1.0,,status,psychic
mr-mime,hypnosis,0.0,,status,psychic
mew,hypnosis,0.0,,status,psychic
mankey,meditate,0.0,,status,psychic
machop,meditate,0.0,,status,psychic
drowzee,meditate,37.0,,status,psychic
hypno,meditate,43.0,,status,psychic
hitmonlee,meditate,1.0,,status,psychic
mr-mime,meditate,39.0,,status,psychic
pidgey,agility,36.0,,status,psychic
spearow,agility,36.0,,status,psychic
sandshrew,agility,27.0,,status,psychic
vulpix,agility,0.0,,status,psychic
zubat,agility,0.0,,status,psychic
paras,agility,0.0,,status,psychic
venonat,agility,0.0,,status,psychic
diglett,agility,12.0,,status,psychic
meowth,agility,0.0,,status,psychic
growlithe,agility,39.0,,status,psychic
beedrill,agility,35.0,,status,psychic
pidgeotto,agility,40.0,,status,psychic
pidgeot,agility,44.0,,status,psychic
fearow,agility,43.0,,status,psychic
pikachu,agility,33.0,,status,psychic
raichu,agility,1.0,,status,psychic
sandslash,agility,0.0,,status,psychic
ninetales,agility,0.0,,status,psychic
golbat,agility,0.0,,status,psychic
venomoth,agility,1.0,,status,psychic
dugtrio,agility,1.0,,status,psychic
persian,agility,0.0,,status,psychic
arcanine,agility,1.0,,status,psychic
ponyta,agility,48.0,,status,psychic
farfetchd,agility,31.0,,status,psychic
doduo,agility,44.0,,status,psychic
krabby,agility,0.0,,status,psychic
voltorb,agility,0.0,,status,psychic
horsea,agility,37.0,,status,psychic
goldeen,agility,54.0,,status,psychic
scyther,agility,42.0,,status,psychic
porygon,agility,35.0,,status,psychic
aerodactyl,agility,1.0,,status,psychic
articuno,agility,55.0,,status,psychic
zapdos,agility,55.0,,status,psychic
moltres,agility,55.0,,status,psychic
dratini,agility,20.0,,status,psychic
mewtwo,agility,88.0,,status,psychic
rapidash,agility,55.0,,status,psychic
dodrio,agility,51.0,,status,psychic
kingler,agility,1.0,,status,psychic
electrode,agility,0.0,,status,psychic
hitmonchan,agility,1.0,,status,psychic
seadra,agility,41.0,,status,psychic
seaking,agility,54.0,,status,psychic
starmie,agility,0.0,,status,psychic
jolteon,agility,44.0,,status,psychic
dragonair,agility,20.0,,status,psychic
dragonite,agility,1.0,,status,psychic
mew,agility,0.0,,status,psychic
pidgey,quick-attack,12.0,40.0,physical,normal
rattata,quick-attack,7.0,40.0,physical,normal
spearow,quick-attack,0.0,40.0,physical,normal
vulpix,quick-attack,16.0,40.0,physical,normal
zubat,quick-attack,0.0,40.0,physical,normal
pidgeotto,quick-attack,12.0,40.0,physical,normal
pidgeot,quick-attack,1.0,40.0,physical,normal
raticate,quick-attack,1.0,40.0,physical,normal
fearow,quick-attack,1.0,40.0,physical,normal
pikachu,quick-attack,16.0,40.0,physical,normal
raichu,quick-attack,1.0,40.0,physical,normal
ninetales,quick-attack,1.0,40.0,physical,normal
golbat,quick-attack,1.0,40.0,physical,normal
ponyta,quick-attack,0.0,40.0,physical,normal
farfetchd,quick-attack,0.0,40.0,physical,normal
